3,s,3,d,M
2,3,5,s,M
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
0,,0,,
